KEY,Name,pub_title,Abstract,Source,MatchScore,DOI,URL,Year_Found,Venue,Status,QueryUsed,CandidateTitle,CandidateDOI,WhyNoAbstract,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
2273b9915884a2f37ded06bce8449f4d120afa16,Sue Ashford,"From problems to progress: A dialogue on prevailing issues in leadership research.
Opens a new window","This paper presents a dialogue between two scholars who have come to contribute to the leadership literature rather late in their careers and, as such, embody a combined insider/outsider perspective. From this perspective, they raise and discuss various observations about the current state of the leadership literature and where that literature might profitably go in the future. The hope is that this dialogue will stimulate other dialogues and, ultimately, foster progress in the leadership literature.",Crossref,0.0,10.1016/j.leaqua.2019.01.003,https://doi.org/10.1016/j.leaqua.2019.01.003,2019.0,The Leadership Quarterly,no_abstract_from_cr,CR-title:From problems to progress: A dialogue on prevailing issues in leadership researc,From problems to progress: A dialogue on prevailing issues in leadership research,10.1016/j.leaqua.2019.01.003,,Goal 5,0.02435834527129447,False,leadership roles; political leadership
36859d360018e70ac6819fbbe632bb0873de3abc,Sue Ashford,"How Being In Learning Mode May Enable a Sustainable Career Across the Lifespan
Opens a new window","A sustainable career is one in which individuals enjoy at least a moderate degree of productivity, health, and happiness across their lifespan. To elucidate what people might need to learn to enhance their career sustainability, we depict a wide range of typical career- and home-realm challenges. Being in learning mode is proposed as a self-regulatory meta-competency that shapes self-directed learning regarding how to tackle sustainable career challenges. People are in learning mode when they hold a growth mindset as they cycle through relevant approach, action, and reflection experiential learning processes. Given the relative stability yet plasticity of mindsets, we offer a dual-process model of mindsets that highlights how people may be nudged in and out of learning mode, both momentarily and over longer time frames. We outline implications for sustainable careers and mindsets theory and research, as well as practical implications for organizations, management education, vocational counseling and peer coaching, and those striving to forge a more sustainable career.",Crossref,0.0,10.2139/ssrn.3820287,https://doi.org/10.2139/ssrn.3820287,2021.0,SSRN Electronic Journal,no_abstract_from_cr,CR-title:How Being In Learning Mode May Enable a Sustainable Career Across the Lifespan O,How Being In Learning Mode May Enable a Sustainable Career Across the Lifespan,10.2139/ssrn.3820287,,Goal 12,0.1137475762812842,True,corporate sustainability; sustainability awareness; sustainable consumption; sustainable development; sustainable industries; sustainable lifestyles; sustainable management; sustainable production
129b80715a558d9db0d3a69487c2c87b0fcd900e,Sue Ashford,A self-consistency motivation analysis of employee reactions to job insecurity: The roles of organization-based self-esteem and proactive personality.,"Despite consistent evidence that job insecurity has negative effects on employee outcomes, further investigation into the mechanisms underpinning these influences remains desired. The psychological contract perspective may not be adequate to explain the negative effect of job insecurity, especially when considering the trend of proactive perspective for work. To extend explanations beyond the psychological contract theory and invoke a self-consistency motivational argument, we propose that employees' self-evaluation of their worth within an organization (i.e., organization-based self-esteem, OBSE) can incrementally explain the negative influence of job insecurity. Furthermore, we hypothesize that job insecurity would more strongly impair employees' OBSE for those who have more proactive personalities, resulting in more negative influences on their job performance and affective commitment. Tests of related hypotheses, with a sample of 176 subordinate–supervisor dyads from China, support our hypotheses. We discuss the implications of these findings for research and practice.",Crossref,0.0,10.1016/j.jbusres.2018.07.028,https://doi.org/10.1016/j.jbusres.2018.07.028,2018.0,Journal of Business Research,no_abstract_from_cr,CR-title:A self-consistency motivation analysis of employee reactions to job insecurity: ,A self-consistency motivation analysis of employee reactions to job insecurity: The roles of organization-based self-esteem and proactive personality,10.1016/j.jbusres.2018.07.028,,Goal 2,0.03296424747522381,False,
f5cd92bbe1066fd5462603ae5e6694aee7d1fad3,Neroli Austin,"Decomposing Value Gains - the case of the best leveraged buyout ever 
Opens a new window","The story of Blackstone and Hilton is a defining moment of the private equity industry. This story involves a high stakes leveraged buyout, layoffs, allegations of corporate espionage, the revival of an iconic brand, a $14 billion capital gain, the largest ever in private equity, and the emergence of the largest private market firm. Moreover, this success occurred with a highly-leveraged and cyclical business going through the worst financial crisis since 1933. Somebody deserves a box of chocolates; but who? The answer might be surprising and shows both the difficulty and pertinence of carefully decomposing the sources of value creation in private equity buyouts.",Crossref,0.0,10.2139/ssrn.4116467,https://doi.org/10.2139/ssrn.4116467,2022.0,SSRN Electronic Journal,no_abstract_from_cr,CR-title:Decomposing Value Gains - the case of the best leveraged buyout ever Opens a new,Decomposing Value Gains - The Case of the Best Leveraged Buy-Out ever,10.2139/ssrn.4116467,,Goal 17,0.02551163242436706,False,
3547304e4fbf2e31e44510fae5fc46933c2e13e9,Lennart Baardman,"Leveraging Comparables for New Product Sales Forecasting 
Opens a new window","Many firms regularly introduce new products. Before the launch of any new product, firms need to make various operational decisions, which are guided by the sales forecast. The new product sales forecasting problem is challenging when compared to forecasting sales of existing products. For existing products, historical sales data gives an indicator of future sales, but this data is not available for a new product. We propose a novel sales forecasting model that is estimated with data of comparable products introduced in the past. We formulate the problem of clustering products and fitting forecasting models to these clusters simultaneously. Inherently, the model has a large number of parameters, which can lead to an overly complex model. Hence, we add regularization to the model so that it can estimate sparse models. This problem is computationally hard, and as a result, we develop a scalable algorithm that produces a forecasting model with good analytical guarantees on the prediction error. In close collaboration with our industry partner Johnson & Johnson Consumer Companies Inc., a major fast moving consumer goods manufacturer, we test our approach on real datasets, after which we check the robustness of our results with data from a large fast fashion retailer. We show that, compared to several widely used forecasting methods, our approach improves MAPE and WMAPE by 20-60% across various product segments compared to several widely used forecasting methods. Additionally, for the consumer goods manufacturer, we develop a fast and easy-to-use Excel tool that aids managers with forecasting and making decisions before a new product launch.",Crossref,0.0,10.2139/ssrn.3086237,https://doi.org/10.2139/ssrn.3086237,2017.0,SSRN Electronic Journal,no_abstract_from_cr,CR-title:Leveraging Comparables for New Product Sales Forecasting Opens a new window,Leveraging Comparables for New Product Sales Forecasting,10.2139/ssrn.3086237,,Goal 12,0.0176386299100124,False,
47c91516ae8e6d986ddef35e75cde70b8e7e3800,Ryan T Ball,"Machine Learning Panel Data Regressions with Heavy-tailed Dependent Data: Theory and Application 
Opens a new window","The paper introduces structured machine learning regressions for heavy-tailed dependent panel data potentially sampled at different frequencies. We focus on the sparse-group LASSO regularization. This type of regularization can take advantage of the mixed frequency time series panel data structures and improve the quality of the estimates. We obtain oracle inequalities for the pooled and fixed effects sparse-group LASSO panel data estimators recognizing that financial and economic data can have fat tails. To that end, we leverage on a new Fuk–Nagaev concentration inequality for panel data consisting of heavy-tailed -mixing processes.",Crossref,0.0,10.1016/j.jeconom.2022.07.001,https://doi.org/10.1016/j.jeconom.2022.07.001,2023.0,Journal of Econometrics,no_abstract_from_cr,CR-title:Machine Learning Panel Data Regressions with Heavy-tailed Dependent Data: Theory,Machine learning panel data regressions with heavy-tailed dependent data: Theory and application,10.1016/j.jeconom.2022.07.001,,Goal 10,0.04459000232068992,False,
ae8fd57a9669073daffa36d13c2bcffa7f8aa433,Ryan T Ball,Equity Cross-Listings in the U.S. and the Price of Debt,"Using a large panel from 46 countries over 20 years, we find that non-U.S. firms issue corporate bonds more frequently and at lower offering yields following an equity cross-listing on a U.S. exchange. Firms issue more bonds through public offerings instead of private placements and in foreign markets rather than at home, in both cases at significantly lower yields. Moreover, the debt-related benefits are concentrated among firms domiciled in countries with less private benefits of control, efficient debt enforcement, and developed bond markets, suggesting that equity cross-listings cannot completely offset the impact of weak home country institutions. The results support the notion that the monitoring, transparency, and visibility benefits brought about by equity cross-listings on U.S. exchanges are valuable to bond investors.",Crossref,0.0,10.2139/ssrn.1426586,https://doi.org/10.2139/ssrn.1426586,2011.0,SSRN Electronic Journal,no_abstract_from_cr,CR-title:Equity Cross-Listings in the U.S. and the Price of Debt,Equity Cross-Listings in the U.S. and the Price of Debt,10.2139/ssrn.1426586,,Goal 17,0.04758316171586047,False,
a281c0cbd996f0510ef93bbeff8f915f85a8bb04,Rajeev Batra,Unpacking Collective Materialism: How Values Shape Consumption in Seven Asian Markets,"We study how collectivism, religion-tradition, thriftiness, and status/materialist consumption values jointly shape consumption preferences in seven Asian markets. These markets are diverse but relatively small, so identifying similarities should help companies implement standardized marketing strategies. Using data from 3000+ consumers, we find the effects to be largely similar. Collectivistic values directly and indirectly increase both religious and thriftiness values, both of which negatively affect status consumption values. However, the direct positive effect of collectivistic values on status consumption values is so strong that it dominates all of these countervailing negative effects, which explains the paradoxical affinity of Asian consumers towards luxury consumption while endorsing the moral virtues of thriftiness. We identify the effects these values have on preference towards symbolic (style, prestige, overseas origin) and utilitarian (durability, and value for price) attributes. Our results have implications for international marketing theory by highlighting the role of values in Asian consumption, and for practice by helping marketers arrive at more informed standardized brand/product strategies in these rapidly growing Asian markets. In particular, they support earlier findings that high and increasing luxury consumption in Asia may not be due to increasing individualism nor Westernization, but because collectivists have their own reasons for valuing status consumption.",Crossref,0.0,10.1057/s41267-023-00661-8,https://doi.org/10.1057/s41267-023-00661-8,2023.0,Journal of International Business Studies,no_abstract_from_cr,CR-title:Unpacking Collective Materialism: How Values Shape Consumption in Seven Asian Ma,Unpacking collective materialism: how values shape consumption in seven Asian markets,10.1057/s41267-023-00661-8,,Goal 12,0.03060498815580462,False,consumer behavior
ea48f970e799fcdbd7a7349f821fab488c90bcb7,Rajeev Batra,"Pride of Ownership: An Identity-Based Model 
Opens a new window","Pride of ownership is explored in a series of depth interviews utilizing a new “surfacing” methodology. Pride of ownership is linked to a brand’s or product’s ability to help consumers construct five major aspects of identity: cultivating personal taste, achieving nondependence and adulthood, achieving social status, building close relationships, and connecting to groups. These five implicit identity goals are ordered based on the extent to which each aspect of identity is part of the independent self (i.e., personal taste) or the interdependent self (i.e., social roles and connecting to groups). We introduce the terms independent pride and interdependent pride to refer to pride that helps construct the independent and interdependent aspects of the self, respectively. In addition, this research uncovers several ways that consumer’s pride of ownership changes over time. Conclusions are drawn for further theory-building and for managers.",Crossref,0.0,10.1086/697076,https://doi.org/10.1086/697076,2018.0,Journal of the Association for Consumer Research,no_abstract_from_cr,CR-title:Pride of Ownership: An Identity-Based Model Opens a new window,Pride of Ownership: An Identity-Based Model,10.1086/697076,,Goal 1,0.02230493801002419,False,social cohesion
153b6764499e4253e33130aa1d6681f2e868abcc,Rajeev Batra,"Brand Love: Development and Validation of a Practical Scale 
Opens a new window","Batra et al. (Journal of Marketing 76, 1–16, 2012) created a new conceptualization of brand love but did not develop a pragmatically useful measure for studies where questionnaire length is a constraint. The current research develops a more parsimonious brand love scale, with three nested versions of 26, 13, and 6 items, respectively. This research also validates the scales, and in so doing conducts several important validity tests not considered by Batra et al. The 26-item scale is able to predict consumer loyalty, word of mouth, and resistance to negative information, with an R 2 of .90, after correcting for measurement error.",Crossref,0.0,10.1007/s11002-016-9406-1,https://doi.org/10.1007/s11002-016-9406-1,2016.0,Marketing Letters,no_abstract_from_cr,CR-title:Brand Love: Development and Validation of a Practical Scale Opens a new window,Brand love: development and validation of a practical scale,10.1007/s11002-016-9406-1,,Goal 9,0.00922484689070198,False,
c0d63ac9d9e157529683519a79be4260f301c19a,Rajeev Batra,Product Touch and Consumers’ Online and Offline Buying: The Role of Mental Representation,"As offline retailers struggle to compete with online ones, the importance of a consumer’s ability to touch a product prior to purchase becomes important to study. Prior research has found inconsistent results on whether product touch facilitates consumers’ product-related decision making. Some studies report a positive effect, whereas others do not. The current research reconciles this inconsistency and draws retailing implications. Across three experiments, we show that the effect of product touch on consumers’ purchase intentions and willingness to pay for a product being evaluated is evident when consumers’ mental representation of the product is concrete, but not when abstract. We further show that perceived risk and perceived ownership simultaneously mediate this moderating effect of mental representation. Implications are drawn for both offline and online retailers.",Crossref,0.0,10.1016/j.jretai.2017.06.003,https://doi.org/10.1016/j.jretai.2017.06.003,2017.0,Journal of Retailing,no_abstract_from_cr,CR-title:Product Touch and Consumers’ Online and Offline Buying: The Role of Mental Repre,Product Touch and Consumers’ Online and Offline Buying: The Role of Mental Representation,10.1016/j.jretai.2017.06.003,,Goal 5,0.01631504131751834,False,
f245b198986c3cb7bf0b014b420f674cf8383fe8,Justin Berg,"Escaping irony: Making research on creativity in organizations more creative 
Opens a new window","Like most literatures as they mature, the creativity literature has become—ironically—less creative. We spearheaded this special issue to encourage the bold new ideas we need to revitalize research on creativity in organizations and expand our capacity to build knowledge on this important topic. The ten articles included in the special issue inject a big dose of novelty into the creativity literature. We discuss the novel contributions of each article and how scholars can continue making research on creativity more creative.",Crossref,0.0,10.1016/j.obhdp.2023.104235,https://doi.org/10.1016/j.obhdp.2023.104235,2023.0,Organizational Behavior and Human Decision Processes,no_abstract_from_cr,CR-title:Escaping irony: Making research on creativity in organizations more creative Ope,Escaping irony: Making research on creativity in organizations more creative,10.1016/j.obhdp.2023.104235,,Goal 9,0.005975873923590658,False,
3a946915f77958b897e10a166d153ffe871057ea,Justin Berg,"One-hit wonders versus hit makers: Sustaining success in creative industries 
Opens a new window","Creative industries produce many one-hit wonders who struggle to repeat their initial success and fewer hit makers who sustain success over time. To develop theory on the role of creativity in driving sustained market success, I propose a path dependence theory of creators’ careers that considers creators’ whole portfolios of products over time and how their early portfolios shape their later capacity to sustain success. The main idea is that a creator’s path to sustained success depends on the creativity in their portfolio at the time of their initial hit—relatively creative portfolios give creators more options for leveraging their past portfolios while adapting to market changes, increasing their odds of additional hits. I tested the proposed theory using an archival study of the U.S. music industry from 1959–2010, including data on over 3 million songs by 69,050 artists, and the results largely support the hypotheses. Artists who reached their initial hits with relatively creative (novel or varied) portfolios were more likely to generate additional hits, but a novel portfolio was less likely to yield an initial hit than was a typical portfolio. These findings suggest that new creators face a tradeoff between their likelihood of initial versus sustained success, such that building a relatively creative early portfolio is a risky bet that can make or break a creator’s career.",Crossref,0.0,10.1049/me:19910174,https://doi.org/10.1049/me:19910174,1991.0,Manufacturing Engineer,no_abstract_from_cr,CR-title:One-hit wonders versus hit makers: Sustaining success in creative industries Ope,One hit wonders,10.1049/me:19910174,,Goal 17,0.01029922083816975,False,
38a0803dc5ae70fe98c1bca80eb98dde329ca3cc,Justin Berg,"Emotional acknowledgment: How verbalizing others’ emotions fosters interpersonal trust 
Opens a new window","People often respond to others’ emotions using verbal acknowledgment (e.g., “You seem upset”). Yet, little is known about the relational benefits and risks of acknowledging others’ emotions in the workplace. We draw upon Costly Signaling Theory to posit how emotional acknowledgment influences interpersonal trust. We hypothesize that emotional acknowledgment acts as a costly signal of the perceiver’s willingness to expend personal resources to meet the needs of the expresser. Across six studies, we found convergent evidence that emotional acknowledgment led to greater perceptions of costliness, and in turn, to higher evaluations of trust. These effects were stronger for negative than positive emotions because acknowledging negative emotions involved a greater perceived cost. Moreover, inaccurate acknowledgment fostered greater trust than not acknowledging when positive emotions were mislabeled as negative, but not when negative emotions were mislabeled as positive. These findings advance theory on key dynamics between emotion and language in work-related relationships.",Crossref,0.0,10.1016/j.obhdp.2021.02.002,https://doi.org/10.1016/j.obhdp.2021.02.002,2021.0,Organizational Behavior and Human Decision Processes,no_abstract_from_cr,CR-title:Emotional acknowledgment: How verbalizing others’ emotions fosters interpersonal,Emotional acknowledgment: How verbalizing others’ emotions fosters interpersonal trust,10.1016/j.obhdp.2021.02.002,,Goal 1,0.00415133481840221,False,
1628d165c9ec975c99efb2f3dacb3a5fbcd175e7,Justin Berg,"When silver is gold: Forecasting the potential creativity of initial ideas 
Opens a new window","Past research on idea evaluation has focused on how individuals evaluate the creativity of finalized ideas. But idea evaluation is also important early in the creative process, when individuals must forecast the potential creativity of rough initial ideas as they decide which to develop. Using five experiments, this paper examines individuals’ accuracy in forecasting the potential creativity of their initial ideas. Participants ranked the potential creativity of their initial ideas before developing them into final ideas. Results suggest that participants tended to under-rank their highest-potential idea. The initial idea that participants thought was their second best tended to actually be their best idea in the end. Broadly, the results suggest that creators exhibit myopia when forecasting the potential creativity of their initial ideas, leading them to overlook their most promising initial ideas. However, forecasting at a higher (more abstract) construal level helped participants identify their best initial idea.",Crossref,0.0,10.1016/j.obhdp.2019.08.004,https://doi.org/10.1016/j.obhdp.2019.08.004,2019.0,Organizational Behavior and Human Decision Processes,no_abstract_from_cr,CR-title:When silver is gold: Forecasting the potential creativity of initial ideas Opens,When silver is gold: Forecasting the potential creativity of initial ideas,10.1016/j.obhdp.2019.08.004,,Goal 9,0.003987717335893397,False,
