citation_as_title,authors,abstract,journal,year,url,source,matching_index,Primary_SDG,Primary_SDG_Score,Primary_SDG_Relevant,Primary_SDG_Semantic_Matched_Keywords
"Del Canto Monge, Felipe , John Grigsby , Eric Qian , and Conor Walsh . “Are Inflationary Shocks Regressive? A Feasible Set Approach.” Quarterly Journal of Economics (Forthcoming).","Felipe Del Canto Monge, Felipe Del Canto Monge, , John Grigsby, , Eric Qian, , and Conor Walsh, Conor Walsh","We develop a framework to measure the welfare impact of macroeconomic shocks throughout the distribution. The first-order impact of a shock is summarized by the induced movements in agents’ feasible sets: their budget constraint and borrowing constraints. We combine estimated impulse response functions with micro-data on household consumption bundles, asset holdings, and labor income for different US households. We find that inflationary oil shocks are regressive, but monetary expansions are progressive, and there is substantial heterogeneity throughout the life cycle. In all cases, the dominant channel is the effect of the shock on the cost of accumulating assets, not movements in goods prices or labor income.",Quarterly Journal of Economics,Forthcoming,https://business.columbia.edu/faculty/research/are-inflationary-shocks-regressive-feasible-set-approach,School Website,100,Goal 1,0.01880037443680887,False,economic shocks
"Boudreau, Laura , Rocco Macchiavello , Virginia Minni , and Mari Tanaka . “Leaders in Social Movements: Evidence from Unions in Myanmar.” American Economic Review (Forthcoming).","Laura Boudreau, Laura Boudreau, , Rocco Macchiavello, , Virginia Minni, , and Mari Tanaka","Social movements are catalysts for crucial institutional changes. To succeed, they must coordinate members’ views (consensus building) and actions (mobilization). We study union leaders within Myanmar’s burgeoning labor movement. Union leaders are positively selected on both ability and personality traits that enable them to influence others, yet they earn lower wages. In group discussions about workers’ views on an upcoming national minimum wage negotiation, randomly embedded leaders build consensus around the union’s preferred policy. In an experiment that mimics individual decision-making in a collective action set-up, leaders increase mobilization through coordination.",American Economic Review,Forthcoming,https://business.columbia.edu/faculty/research/leaders-social-movements-evidence-unions-myanmar,School Website,100,Goal 16,0.01441901118817491,False,
"Halac, Marina and Pierre Yared . “A Theory of Fiscal Responsibility and Irresponsibility.” Journal of Political Economy (Forthcoming).","Marina Halac, and Pierre Yared, Pierre Yared","We propose a political economy mechanism that explains the presence of fiscal regimes punctuated by crisis periods. Our model focuses on the interaction between successive deficit-biased governments subject to i.i.d. fiscal shocks. We show that the economy transitions between a fiscally responsible regime and a fiscally irresponsible regime, with transitions occurring during crises when fiscal needs are large. Under fiscal responsibility, governments limit their spending to avoid transitioning to fiscal irresponsibility. Under fiscal irresponsibility, governments spend excessively and precipitate crises that lead to the reinstatement of fiscal responsibility. Regime transitions can only occur if governments’ deficit bias is large enough.",Journal of Political Economy,Forthcoming,https://business.columbia.edu/faculty/research/theory-fiscal-responsibility-and-irresponsibility,School Website,100,Goal 10,0.02002780797544043,False,fiscal policies
"Buchholz, Nicholas , Laura Doval , Jakub Kastl , Filip Matejka , and Tobias Salz . “Personalized Pricing and the Value of Time: Evidence from Auctioned Cab Rides.” Econometrica (Forthcoming).","Nicholas Buchholz, , Laura Doval, Laura Doval, , Jakub Kastl, , Filip Matejka, , and Tobias Salz","We recover valuations of time using detailed data from a large ride-hail platform, where drivers bid on trips and consumers choose between a set of rides with different prices and wait times. Leveraging a consumer panel, we estimate demand as a function of both prices and wait times and use the resulting estimates to recover heterogeneity in the value of time across consumers. We study the welfare implications of personalized pricing and its effect on the platform, drivers, and consumers. Taking into account drivers’ optimal reaction to the platform’s pricing policy, personalized pricing lowers consumer surplus by 2.5% and increases overall surplus by 5.2%. Like the platform, drivers benefit from personalized pricing. ETA-based pricing– where different prices are set for various wait times and where extensive use of consumer data is not required–can capture a significant portion of the profits garnered from personalized pricing, while simultaneously benefiting consumers.",Econometrica,Forthcoming,https://business.columbia.edu/faculty/research/personalized-pricing-and-value-time-evidence-auctioned-cab-rides,School Website,100,Goal 17,0.00694017338492427,False,
"Schreger, Jesse , Pierre Yared , and Emilio Emilio Zaratiegui . “Central Bank Credibility and Fiscal Responsibility.” American Economic Review: Insights (Forthcoming).","Jesse Schreger, Jesse Schreger, , Pierre Yared, Pierre Yared, , and Emilio Emilio Zaratiegui","We consider a New Keynesian model with strategic monetary and fiscal interactions. The fiscal authority maximizes social welfare. Monetary policy is delegated to a central bank with an anti-inflation bias that suffers from a lack of commitment. The impact of central bank hawkishness on debt issuance is non-monotonic because increasedhawkishness reduces the benefit from fiscal stimulus while simultaneously increasing real debt capacity. Starting from high levels of hawkishness (dovishness), a marginal increase in the central bank’s anti-inflation bias decreases (increases) debt issuance.",American Economic Review: Insights,Forthcoming,https://business.columbia.edu/faculty/research/central-bank-credibility-and-fiscal-responsibility,School Website,100,Goal 17,0.03864319547029907,False,
"Dai, Min , Xavier Giroud , Wei Jiang , and Neng Wang . “A Q Theory of Internal Capital Markets.” (Forthcoming).","Min Dai, , Xavier Giroud, Xavier Giroud, , Wei Jiang, , and Neng Wang, Neng Wang","We propose a tractable model of dynamic investment, spinoffs, financing, and risk management for a multi-division firm facing costly external finance. Our analysis formalizesthe following insights: (1) within-firm resource allocation is based not only on the divisions' productivity - as in ""winner picking"" models - but also their risk; (2) firms may voluntarily spinoff productive divisions to increase liquidity; (3) diversification can reduce firm value in low-liquidity states, as it increases the cost of a spinoff and hampers liquidity management; (4) corporate socialism makes liquidity less valuable; (5) division investment is determined by the ratio between marginal q and marginal value of cash.",,Forthcoming,https://business.columbia.edu/faculty/research/q-theory-internal-capital-markets,School Website,100,Goal 9,0.01610394047325428,False,
"Dai, Min , Neng Wang , and Cong Qin . “Dynamic Trading with Realization Utility.” Journal of Finance (Forthcoming).","Min Dai, , Neng Wang, Neng Wang, , and Cong Qin","An investor receives utility bursts from realizing gains and losses at the individual-stock level (Barberis and Xiong, 2009, 2012; Ingersoll and Jin, 2013) and dynamically allocates his mental budget between risky and risk-free assets at the trading-account level. Using savings, he reduces his stockholdings and is more willing to realize losses. Using leverage, he increases his stockholdings beyond his mental budget and is more reluctant to realize losses. While leverage strengthens the disposition effect, introducing leverage constraints mitigates it. Our model predicts that investors with stocks in deep losses sell them either immediately or after stocks rebound a little.",Journal of Finance,Forthcoming,https://business.columbia.edu/faculty/research/dynamic-trading-realization-utility,School Website,100,Goal 3,0.01100321178751499,False,
"Bolton, Patrick , Ye Li , Neng Wang , and Jinqiang Yang . “Dynamic Banking and the Value of Deposits.” (Forthcoming).","Patrick Bolton, Patrick Bolton, , Ye Li, , Neng Wang, Neng Wang, , and Jinqiang Yang","We propose a theory of banking in which banks cannot perfectly control deposit flows. Facing uninsurable loan and deposit shocks, banks dynamically manage lending, wholesale funding, deposits, and equity. Deposits create value by lowering funding costs. However, when the bank is undercapitalized and at risk of breaching leverage requirements, the marginal value of deposits can turn negative as deposit inflows, by raising leverage, increase the likelihood of costly equity issuance. Banks’ inability to fully control leverage distinguishes them from non-depository intermediaries. Our model suggests a re-evaluation of leverage regulations and offers new perspectives on banking in a low interest-rate environment.",,Forthcoming,https://business.columbia.edu/faculty/research/dynamic-banking-and-value-deposits,School Website,100,Goal 17,0.01118423581940521,False,
"Keum, Daniel and Stephan Meier . “License to Layoff? Unemployment Insurance and the Moral Cost of Layoffs.” Organization Science (Forthcoming).","Daniel Keum, Daniel Keum, and Stephan Meier, Stephan Meier","This study presents moral cost as a novel behavioral constraint on firm resource adjustment, specifically layoff decisions that can cause severe harm to employees. Revising the prevailing negative view of managers as purely self-interested, we propose that managers care about their employees and incur moral cost from layoffs. We leverage expansions in unemployment insurance as a quasi-natural experiment that reduces economic hardship for laid-off workers and, in turn, the moral cost of layoffs to managers. We find that these expansions license larger layoffs. The effects are stronger for chief executive officers (CEOs) with stronger prosocial preferences who dismiss fewer workers despite low performance, such as non-Republican, internally promoted, small town, or family firm CEOs, and weaker for CEOs who lack the discretion to avoid moral cost due to shareholder or financial pressures. Our findings suggest that the role of moral cost is substantial but also highly heterogeneous and readily suppressed by external pressures. Supplemental Material: The online appendices are available at https://doi.org/10.1287/orsc.2022.16734.",Organization Science,Forthcoming,https://business.columbia.edu/faculty/research/license-layoff-unemployment-insurance-and-moral-cost-layoffs,School Website,100,Goal 8,0.01962037924004129,False,
"Feuerriegel, S., Maarouf, A., Bär, D. et al. Using natural language processing to analyse text data in behavioural science. Nat Rev Psychol 4, 96–111 (2025). ","Stefan Feuerriegel, Abdurahman Maarouf, Dominik Bär, Dominique Geissler, Jonas Schweisthal, Nicolas Pröllochs, Claire E. Robertson, Steve Rathje, Jochen Hartmann, Saif M. Mohammad, Oded Netzer, Alexandra A. Siegel, Barbara Plank , Jay J. Van Bavel ","Language is a uniquely human trait at the core of human interactions. The language people use often reflects their personality, intentions and state of mind. With the integration of the Internet and social media into everyday life, much of human communication is documented as written text. These online forms of communication (for example, blogs, reviews, social media posts and emails) provide a window into human behaviour and therefore present abundant research opportunities for behavioural science. In this Review, we describe how natural language processing (NLP) can be used to analyse text data in behavioural science. First, we review applications of text data in behavioural science. Second, we describe the NLP pipeline and explain the underlying modelling approaches (for example, dictionary-based approaches and large language models). We discuss the advantages and disadvantages of these methods for behavioural science, in particular with respect to the trade-off between interpretability and accuracy. Finally, we provide actionable recommendations for using NLP to ensure rigour and reproducibility.",Nature Reviews Psychology,2025,https://business.columbia.edu/sites/default/files-efs/citation_file_upload/NLP_paper.pdf,School Website,100,Goal 17,0.0207088649227342,False,
"Buchanan, Sean , Lærke Højgaard Christiansen, Lori Yue , and Jochem Kroezen. “Business Collective Action: An Integrative Review And Framework.” Journal of Management Studies (April 21, 2025).","Sean Buchanan, Lærke Højgaard Christiansen, Lori Yue , and Jochem Kroezen","Business collective action (BCA) has long been a topic of interest to management scholars. However, our theoretical understanding of this important phenomenon has been hindered by its fragmented development in the literature. To address this shortcoming, we conduct a comprehensive review of BCA across a wide range of disciplines in management including corporate political activity, private regulation, strategic management, and organizational institutionalism. Based on this review, we develop an integrative framework that identifies the triggers, outcomes, and internal political arrangements associated with BCA. In doing so, we help develop a common vocabulary that unites different market and nonmarket forms of BCA, thus deepening our understanding of the role of business collective action in society.",Journal of Management Studies,2025,https://business.columbia.edu/faculty/research/business-collective-action-integrative-review-and-framework,School Website,100,Goal 17,0.02043097103279191,False,
"Forti, Enrico, Alessandro Piazza, and Joost Rietveld. “CrossFit in the Crosshairs: A Community-Embedded Theory of Firm Responsiveness to Social Issues.” Administrative Science Quarterly (August 17, 2025).","Enrico Forti , Alessandro Piazza, and Joost Rietveld","How do community characteristics shape organizational responses to social issues? While existing research has focused primarily on firm-level attributes or issue characteristics, we argue that a community’s social structure systematically affects how external issues penetrate and resonate locally. We develop a theory of community permeability that links three structural features—network closure, segregation patterns, and issue connectedness—to both the local salience of social issues and subsequent firm responses. Our empirical analysis examines how thousands of locally owned CrossFit gyms in the U.S. responded to their CEO’s controversial statements following the death of George Floyd, a Black man, at the hands of a White police officer in 2020. Results show that issue salience was lower in communities characterized by stronger inward-focused ties and greater ethnic segregation but higher in communities more directly connected to populations affected by Floyd’s death. Firms operating in communities where the issue was more salient were more likely to respond, particularly when their dependence on community support was heightened by disruptions unrelated to the focal issue. Our study reveals how community social structure creates systematic variation in both issue salience and organizational responses, advancing understanding of when and why firms act on social issues.",Administrative Science Quarterly,2025,https://journals.sagepub.com/doi/10.1177/00018392251360671,Google Scholar,100,Goal 1,0.02902102439446281,False,social cohesion
"Muñoz, Pablo and Cristobal Otero Ruiz-Tagle . “Managers and Public Hospital Performance.” American Economic Review vol. 115 , no. 11 (November 01, 2025): 4040 - 4074 .","Pablo Muñoz, and Cristobal Otero Ruiz-Tagle, Cristobal Otero Ruiz-Tagle","We study whether the quality of managers can affect public service provision in the context of public health. Using novel data from public hospitals in Chile, we show how the introduction of a competitive recruitment system and better pay for public hospital CEOs reduced hospital mortality by 8 percent. The effect is not explained by a change in patient composition. We find that the policy changed the pool of CEOs by displacing doctors with no management training in favor of CEOs who had studied management. Productivity improvements were driven by hospitals that recruited higher quality CEOs.",American Economic Review,2025,https://business.columbia.edu/faculty/research/managers-and-public-hospital-performance,School Website,100,Goal 3,0.05352763591995083,True,public health
"Carlson, Natalie and Vanessa Burbano . “The Use of LLMs to Annotate Data in Management Research: Foundational Guidelines and Warnings .” Strategic Management Journal (October 29, 2025).","Natalie Carlson, and Vanessa Burbano, Vanessa Burbano","The emergence of large language models (LLMs) has opened new avenues for integrating artificial intelligence into research, particularly for data annotation and text classification. However, the benefits and risks of using LLMs in research remain poorly understood, such that researchers lack guidance on how best to implement this tool. We address this gap by developing a foundational framework for implementing LLMs for annotation in management research, providing structured guidance on key implementation decisions and best practices. We illustrate the implementation of this framework through an empirical application: classifying sustainability claims in crowdfunding projects to assess the performance relationships of these claims. We demonstrate that while LLMs can match or exceed traditional methods' performance at lower cost, variations in prompt design can significantly affect results and downstream analyses. We thus develop procedures for sensitivity analysis and provide documentation to help researchers implement these robustness checks while maintaining methodological integrity.",Strategic Management Journal,2025,https://business.columbia.edu/faculty/research/use-llms-annotate-data-management-research-foundational-guidelines-and-warnings,School Website,100,Goal 12,0.01516567373283182,False,
"Daniel Russman, and Bernd Schmitt . “The consumer psychology of mind-wandering.” Consumer Psychology Review (October 28, 2025).doi: doi.org/10.1002/arcp.70000","Daniel Russman, Daniel Russman, and Bernd Schmitt, Bernd Schmitt","A large portion of life as a consumer is spent mind-wandering from one off-task, spontaneous, and imaginative thought to the next. Psychology research has thoroughly documented the various characteristics of mind-wandering, showing that this default state of mind occupies much of our waking life and shapes outcomes ranging from goal pursuit and decision-making to present-moment experience. However, consumer research has largely overlooked mind-wandering as a phenomenon and mechanism that shapes consumption. In this paper, we review existing literature and propose a conceptual framework that connects mind-wandering to consumer behavior through common triggers in consumer-relevant contexts that evoke diverse mental processes and culminate in consumption outcomes. We advocate for greater study of mind-wandering within consumer behavior and for its integration as a valuable perspective with applications across a wide range of marketplace contexts.",Consumer Psychology Review,2025,https://business.columbia.edu/faculty/research/consumer-psychology-mind-wandering,School Website,100,Goal 12,0.01703159176928528,False,consumer behavior
"Hack, Miranda , V. Faye McNeill , Dan Steingart , and Gernot Wagner . “Engineering and logistical concerns add practical limitations to stratospheric aerosol injection strategies.” Scientific Reports vol. 15 , no. 34635 (October 21, 2025).doi: 10.1038/s41598-025-20447-2","Miranda Hack, , V. Faye McNeill, , Dan Steingart, , and Gernot Wagner, Gernot Wagner","The use of reflective aerosols in the upper atmosphere (stratospheric aerosol injections, SAI) to limit incoming sunlight has been proposed as a potential means of countering anthropogenic climate change. Such a strategy ideates from observed cooling effects due to sulfate aerosol formation following volcanic eruptions. Solid mineral candidates have been proposed as a sulfate alternative, potentially lowering environmental risks like ozone depletion and absorption of radiation. The bulk of SAI modeling literature focuses on optimal deployment scenarios, in which practical constraints—microphysical, geopolitical, and economic—are not considered. Here, we explore several key micro- and macroscopic aspects of deployment that may directly increase risk, and the degree to which technical and governance approaches could be levied to offset it. We find that the risk and design space for SAI may be considerably constrained by factors like supply chains and governance. Logistical and technical considerations, most significantly difficulties in dispersing solid aerosols at scale in the desired size range, and the radiative properties of potentially formed aggregates, notably introduce uncertainties in the outcomes of solid-based SAI strategies more so than sulfate. We conclude that the design space for a “low-risk” SAI strategy, particularly with solid aerosol, may be more limited than current literature reflects.",Scientific Reports,2025,https://business.columbia.edu/faculty/research/engineering-and-logistical-concerns-add-practical-limitations-stratospheric-0,School Website,100,Goal 13,0.03890394170540639,False,
